kor_co_nm,fin_prdt_nm,join_way,pnsn_kind_nm,prdt_type_nm,dcls_rate,guar_rate,btrm_prft_rate_1,btrm_prft_rate_2,btrm_prft_rate_3,etc,pnsn_recp_trm_nm,pnsn_entr_age_nm,mon_paym_atm_nm,paym_prd_nm,pnsn_strt_age_nm,etc_available,etc_clean,search_text
미래에셋자산운용,미래에셋라이프사이클5060연금증권전환형자투자신탁1호(채권혼합) 종류C,"영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)",연금저축펀드,혼합채권형,,,4.71,-2.37,5.63,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 미래에셋라이프사이클5060연금증권전환형자투자신탁1호(채권혼합) 종류C
금융회사: 미래에셋자산운용
연금종류: 연금저축펀드
상품유형: 혼합채권형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 4.71%
과거수익률2년: -2.37%
과거수익률3년: 5.63%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)"
아이엠에셋자산운용,DGB 공모주플러스 증권투자신탁1호(채권혼합)C-P2,영업점,연금저축펀드,혼합채권형,,,0.71,2.8,5.94,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: DGB 공모주플러스 증권투자신탁1호(채권혼합)C-P2
금융회사: 아이엠에셋자산운용
연금종류: 연금저축펀드
상품유형: 혼합채권형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 0.71%
과거수익률2년: 2.8%
과거수익률3년: 5.94%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점"
미래에셋자산운용,미래에셋라이프사이클4050연금증권전환형자투자신탁1호(주식혼합)종류C,"영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)",연금저축펀드,혼합주식형,,,6.46,-7.1,10.3,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 미래에셋라이프사이클4050연금증권전환형자투자신탁1호(주식혼합)종류C
금융회사: 미래에셋자산운용
연금종류: 연금저축펀드
상품유형: 혼합주식형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 6.46%
과거수익률2년: -7.1%
과거수익률3년: 10.3%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)"
신영자산운용,신영연금배당 증권 전환형 자투자신탁(주식),"영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)",연금저축펀드,주식형,,,3.75,-14.36,17.92,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 신영연금배당 증권 전환형 자투자신탁(주식)
금융회사: 신영자산운용
연금종류: 연금저축펀드
상품유형: 주식형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 3.75%
과거수익률2년: -14.36%
과거수익률3년: 17.92%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)"
대신자산운용,대신 밸런스 연금 증권 전환형투자신탁[주식혼합],영업점,연금저축펀드,혼합주식형,,,-5.77,-11.77,17.87,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 대신 밸런스 연금 증권 전환형투자신탁[주식혼합]
금융회사: 대신자산운용
연금종류: 연금저축펀드
상품유형: 혼합주식형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: -5.77%
과거수익률2년: -11.77%
과거수익률3년: 17.87%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점"
미래에셋자산운용,미래에셋솔로몬장기국공채증권자투자신탁1호(채권)종류C-P,"영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)",연금저축펀드,채권형,,,2.97,5.69,-0.18,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 미래에셋솔로몬장기국공채증권자투자신탁1호(채권)종류C-P
금융회사: 미래에셋자산운용
연금종류: 연금저축펀드
상품유형: 채권형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 2.97%
과거수익률2년: 5.69%
과거수익률3년: -0.18%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)"
미래에셋자산운용,미래에셋글로벌다이나믹연금증권전환형자투자신탁1호(채권)종류C-e,"영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)",연금저축펀드,채권형,,,7.66,-0.78,2.89,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 미래에셋글로벌다이나믹연금증권전환형자투자신탁1호(채권)종류C-e
금융회사: 미래에셋자산운용
연금종류: 연금저축펀드
상품유형: 채권형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 7.66%
과거수익률2년: -0.78%
과거수익률3년: 2.89%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)"
미래에셋자산운용,미래에셋라이프사이클3040연금증권전환형자투자신탁1호(주식혼합)종류C,"영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)",연금저축펀드,혼합주식형,,,7.47,-9.71,14.6,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 미래에셋라이프사이클3040연금증권전환형자투자신탁1호(주식혼합)종류C
금융회사: 미래에셋자산운용
연금종류: 연금저축펀드
상품유형: 혼합주식형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 7.47%
과거수익률2년: -9.71%
과거수익률3년: 14.6%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)"
미래에셋자산운용,미래에셋연금인디아업종대표증권자투자신탁1호(주식)종류C-Pe,"영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)",연금저축펀드,주식형,,,18.73,-10.33,27.21,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 미래에셋연금인디아업종대표증권자투자신탁1호(주식)종류C-Pe
금융회사: 미래에셋자산운용
연금종류: 연금저축펀드
상품유형: 주식형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 18.73%
과거수익률2년: -10.33%
과거수익률3년: 27.21%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)"
피델리티자산운용,피델리티연금이머징마켓증권전환형자투자신탁(채권-재간접형)종류C,영업점,연금저축펀드,재간접형,,,12.18,-6.94,7.62,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 피델리티연금이머징마켓증권전환형자투자신탁(채권-재간접형)종류C
금융회사: 피델리티자산운용
연금종류: 연금저축펀드
상품유형: 재간접형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 12.18%
과거수익률2년: -6.94%
과거수익률3년: 7.62%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점"
삼성자산운용,삼성코리아중기채권증권자투자신탁 제1호[채권]_C-P,"영업점,인터넷,스마트폰,모집인",연금저축펀드,채권형,,,3.73,4.35,1.15,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 삼성코리아중기채권증권자투자신탁 제1호[채권]_C-P
금융회사: 삼성자산운용
연금종류: 연금저축펀드
상품유형: 채권형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 3.73%
과거수익률2년: 4.35%
과거수익률3년: 1.15%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점,인터넷,스마트폰,모집인"
엔에이치아문디자산운용주식회사,NH-Amundi 국채10년 인덱스 증권자[채권]Class C-P1(연금저축),영업점,연금저축펀드,채권형,,,3.21,6.48,-1.32,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: NH-Amundi 국채10년 인덱스 증권자[채권]Class C-P1(연금저축)
금융회사: 엔에이치아문디자산운용주식회사
연금종류: 연금저축펀드
상품유형: 채권형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 3.21%
과거수익률2년: 6.48%
과거수익률3년: -1.32%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점"
미래에셋자산운용,미래에셋베트남증권자투자신탁1호(UH)(주식)종류C-P,"영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)",연금저축펀드,주식형,,,8.67,-8.56,36.98,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 미래에셋베트남증권자투자신탁1호(UH)(주식)종류C-P
금융회사: 미래에셋자산운용
연금종류: 연금저축펀드
상품유형: 주식형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 8.67%
과거수익률2년: -8.56%
과거수익률3년: 36.98%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)"
케이씨지아이자산운용 주식회사,메리츠코리아증권투자신탁1호[주식]종류C-P,"영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)",연금저축펀드,주식형,,,9.53,-15.65,17.09,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 메리츠코리아증권투자신탁1호[주식]종류C-P
금융회사: 케이씨지아이자산운용 주식회사
연금종류: 연금저축펀드
상품유형: 주식형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 9.53%
과거수익률2년: -15.65%
과거수익률3년: 17.09%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)"
아이비케이자산운용,IBK 평생설계 연금 증권 전환형자투자신탁[주식] C,영업점,연금저축펀드,주식형,,,2.04,-22.52,28.12,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: IBK 평생설계 연금 증권 전환형자투자신탁[주식] C
금융회사: 아이비케이자산운용
연금종류: 연금저축펀드
상품유형: 주식형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 2.04%
과거수익률2년: -22.52%
과거수익률3년: 28.12%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점"
신한자산운용주식회사,신한BNPP해피라이프연금증권전환형자투자신탁제1호[채권](종류C1),영업점,연금저축펀드,채권형,,,2.77,4.08,-0.25,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 신한BNPP해피라이프연금증권전환형자투자신탁제1호[채권](종류C1)
금융회사: 신한자산운용주식회사
연금종류: 연금저축펀드
상품유형: 채권형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 2.77%
과거수익률2년: 4.08%
과거수익률3년: -0.25%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점"
신한자산운용주식회사,신한BNPP해피라이프연금증권전환형자투자신탁제1호[주식혼합](종류C1),영업점,연금저축펀드,혼합주식형,,,4.79,-12.03,7.13,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 신한BNPP해피라이프연금증권전환형자투자신탁제1호[주식혼합](종류C1)
금융회사: 신한자산운용주식회사
연금종류: 연금저축펀드
상품유형: 혼합주식형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 4.79%
과거수익률2년: -12.03%
과거수익률3년: 7.13%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점"
미래에셋자산운용,미래에셋고배당포커스30증권투자신탁1호(채권혼합)종류C-P,"영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)",연금저축펀드,혼합채권형,,,5.08,-3.41,7.01,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 미래에셋고배당포커스30증권투자신탁1호(채권혼합)종류C-P
금융회사: 미래에셋자산운용
연금종류: 연금저축펀드
상품유형: 혼합채권형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 5.08%
과거수익률2년: -3.41%
과거수익률3년: 7.01%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)"
하나자산운용,하나UBS인Best연금증권자투자신탁(제1호)[채권],"영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)",연금저축펀드,채권형,,,2.14,3.07,-0.6,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 하나UBS인Best연금증권자투자신탁(제1호)[채권]
금융회사: 하나자산운용
연금종류: 연금저축펀드
상품유형: 채권형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 2.14%
과거수익률2년: 3.07%
과거수익률3년: -0.6%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)"
하나자산운용,하나UBS인Best연금증권투자신탁(제1호)[국공채],"영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)",연금저축펀드,채권형,,,2.06,3.01,-0.45,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 하나UBS인Best연금증권투자신탁(제1호)[국공채]
금융회사: 하나자산운용
연금종류: 연금저축펀드
상품유형: 채권형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 2.06%
과거수익률2년: 3.01%
과거수익률3년: -0.45%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점,인터넷,스마트폰,모집인,전화(텔레뱅킹)"
교보악사자산운용,교보악사Tomorrow장기우량증권투자신탁K-1호(채권)ClassC-P2,영업점,연금저축펀드,채권형,,,3.46,4.4,0.14,,10년 확정,30세,"100,000원",10년,60세,False,,"상품명: 교보악사Tomorrow장기우량증권투자신탁K-1호(채권)ClassC-P2
금융회사: 교보악사자산운용
연금종류: 연금저축펀드
상품유형: 채권형
공시이율: nan%
최저보증이율: nan%
과거수익률1년: 3.46%
과거수익률2년: 4.4%
과거수익률3년: 0.14%
연금수령기간: 10년 확정
가입연령: 30세
월납입금액: 100,000원
납입기간: 10년
연금개시연령: 60세
가입방법: 영업점"
