kor_co_nm,fin_prdt_nm,join_way,mtrt_int,spcl_cnd,join_deny,join_member,etc_note,max_limit,save_trm,intr_rate,intr_rate2,search_text
상상인플러스저축은행,중도해지 괜찮아 369정기예금(E),"인터넷,스마트폰","만기후 1개월 이내 : 최초 약정이율과 해지 시점 이율 비교 후 낮은금리 적용
만기후 1개월 이후 : 보통예금 이율 적용(연 0.1%)",없음,1,제한없음,"-본 상품은 24개월 복리식 상품입니다.
상품 개설시 계약기간 입력란에 24개월을 입력하여 주시기 바랍니다.
-중도해지 시 예치기간별 약정금리 적용",,6,2.11,2.11,"상품명: 중도해지 괜찮아 369정기예금(E)
금융회사: 상상인플러스저축은행
기본금리: 2.11%
최고금리: 2.11%
저축기간: 6개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 인터넷,스마트폰"
상상인플러스저축은행,중도해지 괜찮아 369정기예금(비대면),스마트폰,"만기후 1개월 이내 : 최초 약정이율과 해지 시점 이율 비교 후 낮은금리 적용
만기후 1개월 이후 : 보통예금 이율 적용(연 0.1%)",없음,1,제한없음,"-본 상품은 24개월 복리식 상품입니다.
상품 개설시 계약기간 입력란에 24개월을 입력하여 주시기 바랍니다.
-중도해지 시 예치기간별 약정금리 적용",,6,2.11,2.11,"상품명: 중도해지 괜찮아 369정기예금(비대면)
금융회사: 상상인플러스저축은행
기본금리: 2.11%
최고금리: 2.11%
저축기간: 6개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 스마트폰"
상상인플러스저축은행,크크크 파킹통장 369정기예금,스마트폰,"만기후 1개월 이내 : 최초 약정이율과 해지 시점 이율 비교 후 낮은금리 적용
만기후 1개월 이후 : 보통예금 이율 적용(연 0.1%)",없음,1,제한없음,"-본 상품은 24개월 복리식 상품입니다.
상품 개설시 계약기간 입력란에 24개월을 입력하여 주시기 바랍니다.
-중도해지 시 예치기간별 약정금리 적용",,6,2.11,2.11,"상품명: 크크크 파킹통장 369정기예금
금융회사: 상상인플러스저축은행
기본금리: 2.11%
최고금리: 2.11%
저축기간: 6개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 스마트폰"
상상인플러스저축은행,회전정기예금,영업점,"만기후 1개월 이내 : 최초 약정이율과 만기 시점 이율 비교 후 낮은금리 적용
만기후 1개월 이후 : 보통예금 이율 적용(연 0.1%)",없음,1,제한없음,"실제예치기간별 차등금리
1개월 미만: 연0.1%(세전)
3개월 미만: 약정이율10%
6개월 미만: 약정이율15%
9개월 미만: 약정이율70%
12개월 미만: 약정이율95%
[1회전주기 도래 전] 예금일 당시 회전정기예금 중도해지 이자율 적용
[회전주기 도래 후] 회전주기 충족분은 정상이자율 적용, 잔여분은 중도해지 이자율 적용",,12,3.21,3.21,"상품명: 회전정기예금
금융회사: 상상인플러스저축은행
기본금리: 3.21%
최고금리: 3.21%
저축기간: 12개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 영업점"
상상인플러스저축은행,회전E-정기예금,"인터넷,스마트폰","만기후 1개월 이내 : 최초 약정이율과 만기 시점 이율 비교 후 낮은금리 적용
만기후 1개월 이후 : 보통예금 이율 적용(연 0.1%)",없음,1,제한없음,"실제예치기간별 차등금리
1개월 미만: 연0.1%(세전)
3개월 미만: 약정이율10%
6개월 미만: 약정이율15%
9개월 미만: 약정이율70%
12개월 미만: 약정이율95%
[1회전주기 도래 전] 예금일 당시 회전정기예금 중도해지 이자율 적용
[회전주기 도래 후] 회전주기 충족분은 정상이자율 적용, 잔여분은 중도해지 이자율 적용",,12,3.21,3.21,"상품명: 회전E-정기예금
금융회사: 상상인플러스저축은행
기본금리: 3.21%
최고금리: 3.21%
저축기간: 12개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 인터넷,스마트폰"
상상인플러스저축은행,회전정기예금(비대면),스마트폰,"만기후 1개월 이내 : 최초 약정이율과 만기 시점 이율 비교 후 낮은금리 적용
만기후 1개월 이후 : 보통예금 이율 적용(연 0.1%)",없음,1,제한없음,"실제예치기간별 차등금리
1개월 미만: 연0.1%(세전)
3개월 미만: 약정이율10%
6개월 미만: 약정이율15%
9개월 미만: 약정이율70%
12개월 미만: 약정이율95%
[1회전주기 도래 전] 예금일 당시 회전정기예금 중도해지 이자율 적용
[회전주기 도래 후] 회전주기 충족분은 정상이자율 적용, 잔여분은 중도해지 이자율 적용",,12,3.21,3.21,"상품명: 회전정기예금(비대면)
금융회사: 상상인플러스저축은행
기본금리: 3.21%
최고금리: 3.21%
저축기간: 12개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 스마트폰"
상상인플러스저축은행,크크크 회전정기예금,스마트폰,"만기후 1개월 이내 : 최초 약정이율과 만기 시점 이율 비교 후 낮은금리 적용
만기후 1개월 이후 : 보통예금 이율 적용(연 0.1%)",없음,1,제한없음,"실제예치기간별 차등금리
1개월 미만: 연0.1%(세전)
3개월 미만: 약정이율10%
6개월 미만: 약정이율15%
9개월 미만: 약정이율70%
12개월 미만: 약정이율95%
[1회전주기 도래 전] 예금일 당시 회전정기예금 중도해지 이자율 적용
[회전주기 도래 후] 회전주기 충족분은 정상이자율 적용, 잔여분은 중도해지 이자율 적용",,12,3.21,3.21,"상품명: 크크크 회전정기예금
금융회사: 상상인플러스저축은행
기본금리: 3.21%
최고금리: 3.21%
저축기간: 12개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 스마트폰"
상상인플러스저축은행,369회전정기예금,영업점,"만기후 1개월 이내 : 최종 회전이율과 만기시점 동일상품 동일계약기간의 신규약정이율 중 낮은 이율
만기후 1개월 초과 : 연 0.1%(세전)",없음,1,제한없음,"실제예치기간별 차등금리
1개월 미만: 연0.1%(세전)
1개월 이상~12개월 미만: 약정이율50%
[1회전주기 도래 전] 예금일 당시 회전정기예금 중도해지 이자율 적용
[회전주기 도래 후] 회전주기 충족분은 정상이자율 적용, 잔여분은 중도해지 이자율 적용",,36,3.0,3.0,"상품명: 369회전정기예금
금융회사: 상상인플러스저축은행
기본금리: 3.0%
최고금리: 3.0%
저축기간: 36개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 영업점"
상상인플러스저축은행,369회전정기예금E,"인터넷,스마트폰","만기후 1개월 이내 : 최종 회전이율과 만기시점 동일상품 동일계약기간의 신규약정이율 중 낮은 이율
만기후 1개월 초과 : 연 0.1%(세전)",없음,1,제한없음,"실제예치기간별 차등금리
1개월 미만: 연0.1%(세전)
1개월 이상~12개월 미만: 약정이율50%
[1회전주기 도래 전] 예금일 당시 회전정기예금 중도해지 이자율 적용
[회전주기 도래 후] 회전주기 충족분은 정상이자율 적용, 잔여분은 중도해지 이자율 적용",,36,3.0,3.0,"상품명: 369회전정기예금E
금융회사: 상상인플러스저축은행
기본금리: 3.0%
최고금리: 3.0%
저축기간: 36개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 인터넷,스마트폰"
상상인플러스저축은행,비대면369회전정기예금,스마트폰,"만기후 1개월 이내 : 최종 회전이율과 만기시점 동일상품 동일계약기간의 신규약정이율 중 낮은 이율
만기후 1개월 초과 : 연 0.1%(세전)",없음,1,제한없음,"실제예치기간별 차등금리
1개월 미만: 연0.1%(세전)
1개월 이상~12개월 미만: 약정이율50%
[1회전주기 도래 전] 예금일 당시 회전정기예금 중도해지 이자율 적용
[회전주기 도래 후] 회전주기 충족분은 정상이자율 적용, 잔여분은 중도해지 이자율 적용",,36,3.0,3.0,"상품명: 비대면369회전정기예금
금융회사: 상상인플러스저축은행
기본금리: 3.0%
최고금리: 3.0%
저축기간: 36개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 스마트폰"
상상인플러스저축은행,크크크369회전정기예금,스마트폰,"만기후 1개월 이내 : 최종 회전이율과 만기시점 동일상품 동일계약기간의 신규약정이율 중 낮은 이율
만기후 1개월 초과 : 연 0.1%(세전)",없음,1,제한없음,"실제예치기간별 차등금리
1개월 미만: 연0.1%(세전)
1개월 이상~12개월 미만: 약정이율50%
[1회전주기 도래 전] 예금일 당시 회전정기예금 중도해지 이자율 적용
[회전주기 도래 후] 회전주기 충족분은 정상이자율 적용, 잔여분은 중도해지 이자율 적용",,36,3.0,3.0,"상품명: 크크크369회전정기예금
금융회사: 상상인플러스저축은행
기본금리: 3.0%
최고금리: 3.0%
저축기간: 36개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 스마트폰"
상상인플러스저축은행,정기예금_단기,영업점,"만기후 1개월 이내 : 최초 약정이율과 만기 시점 이율 비교 후 낮은금리 적용
만기후 1개월 이후 : 보통예금 이율 적용(연 0.1%)",없음,1,제한없음,"* 중도해지 이율
1개월 미만 : 연0.1%
1개월 이상 ~ 12개월 미만 : 약정이율의 50%",,1,2.2,2.2,"상품명: 정기예금_단기
금융회사: 상상인플러스저축은행
기본금리: 2.2%
최고금리: 2.2%
저축기간: 1개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 영업점"
상상인플러스저축은행,정기예금,영업점,"만기후 1개월 이내 : 최초 약정이율과 만기 시점 이율 비교 후 낮은금리 적용
만기후 1개월 이후 : 보통예금 이율 적용(연 0.1%)",없음,1,제한없음,"실제예치기간별 차등금리
1개월 미만: 연0.1%(세전)
3개월 미만: 약정이율10%
6개월 미만: 약정이율15%
9개월 미만: 약정이율70%
9개월 이상 24개월 미만: 약정이율95%",,12,3.0,3.0,"상품명: 정기예금
금융회사: 상상인플러스저축은행
기본금리: 3.0%
최고금리: 3.0%
저축기간: 12개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 영업점"
상상인플러스저축은행,e-정기예금_단기,"인터넷,스마트폰","만기후 1개월 이내 : 최초 약정이율과 만기 시점 이율 비교 후 낮은금리 적용
만기후 1개월 이후 : 보통예금 이율 적용(연 0.1%)",없음,1,제한없음,"* 중도해지 이율
1개월 미만 : 연0.1%
1개월 이상 ~ 12개월 미만 : 약정이율의 50%",,1,2.2,2.2,"상품명: e-정기예금_단기
금융회사: 상상인플러스저축은행
기본금리: 2.2%
최고금리: 2.2%
저축기간: 1개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 인터넷,스마트폰"
상상인플러스저축은행,e-정기예금,"인터넷,스마트폰","만기후 1개월 이내 : 최초 약정이율과 만기 시점 이율 비교 후 낮은금리 적용
만기후 1개월 이후 : 보통예금 이율 적용(연 0.1%)",없음,1,제한없음,"실제예치기간별 차등금리
1개월 미만: 연0.1%(세전)
3개월 미만: 약정이율10%
6개월 미만: 약정이율15%
9개월 미만: 약정이율70%
9개월 이상 24개월 미만: 약정이율95%",,12,3.0,3.0,"상품명: e-정기예금
금융회사: 상상인플러스저축은행
기본금리: 3.0%
최고금리: 3.0%
저축기간: 12개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 인터넷,스마트폰"
상상인플러스저축은행,비대면 정기예금_단기,스마트폰,"만기후 1개월 이내 : 최초 약정이율과 만기 시점 이율 비교 후 낮은금리 적용
만기후 1개월 이후 : 보통예금 이율 적용(연 0.1%)",없음,1,제한없음,"* 중도해지 이율
1개월 미만 : 연0.1%
1개월 이상 ~ 12개월 미만 : 약정이율의 50%",,1,2.2,2.2,"상품명: 비대면 정기예금_단기
금융회사: 상상인플러스저축은행
기본금리: 2.2%
최고금리: 2.2%
저축기간: 1개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 스마트폰"
상상인플러스저축은행,비대면 정기예금,스마트폰,"만기후 1개월 이내 : 최초 약정이율과 만기 시점 이율 비교 후 낮은금리 적용
만기후 1개월 이후 : 보통예금 이율 적용(연 0.1%)",없음,1,제한없음,"실제예치기간별 차등금리
1개월 미만: 연0.1%(세전)
3개월 미만: 약정이율10%
6개월 미만: 약정이율15%
9개월 미만: 약정이율70%
9개월 이상 24개월 미만: 약정이율95%",,12,3.0,3.0,"상품명: 비대면 정기예금
금융회사: 상상인플러스저축은행
기본금리: 3.0%
최고금리: 3.0%
저축기간: 12개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 스마트폰"
상상인플러스저축은행,크크크 정기예금_단기,스마트폰,"만기후 1개월 이내 : 최초 약정이율과 만기 시점 이율 비교 후 낮은금리 적용
만기후 1개월 이후 : 보통예금 이율 적용(연 0.1%)",없음,1,제한없음,"* 중도해지 이율
1개월 미만 : 연0.1%
1개월 이상 ~ 12개월 미만 : 약정이율의 50%",,1,2.2,2.2,"상품명: 크크크 정기예금_단기
금융회사: 상상인플러스저축은행
기본금리: 2.2%
최고금리: 2.2%
저축기간: 1개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 스마트폰"
상상인플러스저축은행,크크크 정기예금,스마트폰,"만기후 1개월 이내 : 최초 약정이율과 만기 시점 이율 비교 후 낮은금리 적용
만기후 1개월 이후 : 보통예금 이율 적용(연 0.1%)",없음,1,제한없음,"실제예치기간별 차등금리
1개월 미만: 연0.1%(세전)
3개월 미만: 약정이율10%
6개월 미만: 약정이율15%
9개월 미만: 약정이율70%
9개월 이상 24개월 미만: 약정이율95%",,12,3.0,3.0,"상품명: 크크크 정기예금
금융회사: 상상인플러스저축은행
기본금리: 3.0%
최고금리: 3.0%
저축기간: 12개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 스마트폰"
상상인플러스저축은행,9개월 회전정기예금,영업점,"만기후 1개월 이내 : 최초 약정이율과 만기 시점 이율 비교 후 낮은금리 적용
만기후 1개월 이후 : 보통예금 이율 적용(연 0.1%)",없음,1,제한없음,"실제예치기간별 차등금리
1개월 미만: 연0.1%(세전)
1개월 이상 9개월 미만: 약정이율의 50%(세전)
[1회전주기 도래 전] 예금일 당시 회전정기예금 중도해지 이자율 적용
[회전주기 도래 후] 회전주기 충족분은 정상이자율 적용, 잔여분은 중도해지 이자율 적용",,36,3.21,3.21,"상품명: 9개월 회전정기예금
금융회사: 상상인플러스저축은행
기본금리: 3.21%
최고금리: 3.21%
저축기간: 36개월
최고한도: nan
우대조건: 없음
가입제한: 1
가입대상: 제한없음
가입방법: 영업점"
